city,holdType,homeType,noBed,soldPrice,usage,postCode,soldYear,postcode,latitude,longitude
Bridgwater, Freehold,Detached,4,262000, Residential,TA6 4UU,18,TA6 4UU,51.12975413072579,-2.9739398856205805
Bridgwater, Freehold,Terraced,3,135000, Residential,TA6 4LH,18,TA6 4LH,51.1264299609828,-2.9853877547345298
Bridgwater, Freehold,Semi-Detached,2,167000, Residential,TA6 3UL,18,TA6 3UL,51.1331235359985,-3.01444330782527
Bridgwater, Freehold,Semi-Detached,2,249950, Residential,TA6 5PQ,18,TA6 5PQ,51.1212669468514,-2.98342037058491
Bridgwater, Freehold,Semi-Detached,3,210000, Residential,TA6 7NA,18,TA6 7NA,51.1247919062979,-3.02836458564207
Bridgwater, Freehold,Terraced,2,72083, Residential,TA6 6UR,18,TA6 6UR,51.11394786533461,-3.0107516897466002
Bridgwater, Freehold,Terraced,4,160000, Residential,TA6 7DL,18,TA6 7DL,51.1269555951472,-3.0143510124810295
Bridgwater, Leasehold,Flat,2,122500, Residential,TA6 3EG,18,TA6 3EG,51.127057368128796,-3.0056933194543904
Bridgwater, Freehold,Terraced,2,72083, Residential,TA6 6UR,18,TA6 6UR,51.11394786533461,-3.0107516897466002
Bridgwater, Freehold,Terraced,4,160000, Residential,TA6 7DL,18,TA6 7DL,51.1269555951472,-3.0143510124810295
Bridgwater, Freehold,Terraced,3,148000, Residential,TA6 5BT,18,TA6 5BT,51.1246085458294,-2.9881068656022203
Bridgwater, Freehold,Terraced,1,110000, Residential,TA6 4EU,18,TA6 4EU,51.139753417694905,-2.97826706395791
Bridgwater, Freehold,Semi-Detached,3,239950, Residential,TA6 5PE,18,TA6 5PE,51.122173138087796,-2.98579726488922
Bridgwater, Freehold,Terraced,2,163500, Residential,TA6 7DX,18,TA6 7DX,51.129523253429205,-3.01379276162112
Bridgwater, Freehold,Semi-Detached,3,160000, Residential,TA6 6JF,18,TA6 6JF,51.116475475336706,-3.0106639845038394
Bridgwater, Freehold,Terraced,3,122000, Residential,TA6 5EU,18,TA6 5EU,51.1283928000449,-2.99253201213893
Bridgwater, Freehold,Terraced,2,138000, Residential,TA6 3HQ,18,TA6 3HQ,51.1397560352217,-3.0034249205451298
Bridgwater, Freehold,Semi-Detached,4,195000, Residential,TA6 6DX,18,TA6 6DX,51.1158270696101,-3.00032045426633
Bridgwater, Freehold,Semi-Detached,3,192000, Residential,TA6 5SB,18,TA6 5SB,51.1233528752614,-2.9770202778162598
Bridgwater, Freehold,Terraced,2,165000, Residential,TA6 3TJ,18,TA6 3TJ,51.137359770432795,-3.010076
Bridgwater, Freehold,Detached,5,310000, Residential,TA5 2GP,18,TA5 2GP,51.113869,-3.016936
Bridgwater, Leasehold,Terraced,2,72500, Residential,TA5 2FR,18,TA5 2FR,51.1122172014282,-3.0161000397248197
Bridgwater, Freehold,Detached,4,274000, Residential,TA5 2FH,18,TA5 2FH,51.1115207003243,-3.01657046809326
Bridgwater, Freehold,Terraced,2,140000, Residential,TA6 4HJ,18,TA6 4HJ,51.1378777064252,-2.9778271893132002
Bridgwater, Freehold,Terraced,3,133000, Residential,TA6 4JH,18,TA6 4JH,51.1281529080011,-2.9804655865553396
Bridgwater, Freehold,Terraced,3,171000, Residential,TA6 3WE,18,TA6 3WE,51.1340367626985,-3.0117906346933596
Bridgwater, Leasehold,Flat,3,175000, Residential,TA6 3NY,18,TA6 3NY,51.1266413229993,-3.0017830654205495
Bridgwater, Freehold,Semi-Detached,3,156000, Residential,TA6 5RB,18,TA6 5RB,51.1252850527508,-2.9921081408917796
Bridgwater, Leasehold,Terraced,2,118500, Residential,TA6 5ER,18,TA6 5ER,51.128805288323,-2.99372699502847
Bridgwater, Freehold,Terraced,1,110000, Residential,TA6 3NU,18,TA6 3NU,51.1254936892418,-2.99928609462155
Bridgwater, Freehold,Terraced,3,145500, Residential,TA6 5DQ,18,TA6 5DQ,51.123960108184605,-2.9796766157162797
Bridgwater, Leasehold,Flat,2,112500, Residential,TA6 3UY,18,TA6 3UY,51.1355641795565,-3.01193837137006
Bridgwater, Freehold,Semi-Detached,2,180000, Residential,TA6 4EA,18,TA6 4EA,51.1253250697581,-2.9766760750866097
Bridgwater, Freehold,Detached,4,325000, Residential,TA6 3UR,18,TA6 3UR,51.131648,-3.019899
Bridgwater, Freehold,Semi-Detached,3,183000, Residential,TA6 4XS,18,TA6 4XS,51.1352063839083,-2.9746692119505
Bridgwater, Freehold,Detached,4,290000, Residential,TA6 7AP,18,TA6 7AP,51.12549587206,-3.0167625894221604
Bridgwater, Freehold,Semi-Detached,3,187000, Residential,TA6 4GA,18,TA6 4GA,51.1473684295988,-2.98560535321608
Bridgwater, Freehold,Semi-Detached,3,225000, Residential,TA6 3TW,18,TA6 3TW,51.1383928582744,-3.0071832171431603
Bridgwater, Freehold,Detached,4,295000, Residential,TA6 6XQ,18,TA6 6XQ,51.109551,-2.997299
Bridgwater, Freehold,Semi-Detached,3,187500, Residential,TA6 6WS,18,TA6 6WS,51.1077782392259,-2.99691877525094
Bridgwater, Freehold,Semi-Detached,3,139950, Residential,TA6 4PU,18,TA6 4PU,51.1373273619068,-2.98340429764364
Bridgwater, Freehold,Terraced,3,175000, Residential,TA6 3UP,18,TA6 3UP,51.1327787242929,-3.01583637340321
Bridgwater, Freehold,Semi-Detached,3,160000, Residential,TA6 4JH,18,TA6 4JH,51.1281529080011,-2.9804655865553396
Bridgwater, Freehold,Semi-Detached,3,229950, Residential,TA6 7NN,18,TA6 7NN,51.126291050221795,-3.02661162632106
Bridgwater, Freehold,Semi-Detached,3,227000, Residential,TA6 7NT,18,TA6 7NT,51.12635349002711,-3.03075714062268
Bridgwater, Freehold,Terraced,3,156950, Residential,TA6 3NU,18,TA6 3NU,51.1254936892418,-2.99928609462155
Bridgwater, Freehold,Terraced,3,175000, Residential,TA6 4DY,18,TA6 4DY,51.12514760269789,-2.97961600598601
Bridgwater, Freehold,Semi-Detached,3,177500, Residential,TA6 6EF,18,TA6 6EF,51.1173112617611,-3.00655319695599
Bridgwater, Leasehold,Flat,2,108000, Residential,TA6 6WW,18,TA6 6WW,51.1088526679265,-2.999712
Bridgwater, Freehold,Semi-Detached,3,188500, Residential,TA6 4XD,18,TA6 4XD,51.130252000409,-2.9724640707703704
Bridgwater, Freehold,Terraced,2,141000, Residential,TA6 4UW,18,TA6 4UW,51.1381388830245,-2.9767035064202005
Bridgwater, Freehold,Terraced,2,159000, Residential,TA6 4FR,18,TA6 4FR,51.1495082797853,-2.983619
Bridgwater, Freehold,Terraced,3,185000, Residential,TA5 2GY,18,TA5 2GY,51.113234822705095,-3.0148937646128195
Bridgwater, Freehold,Semi-Detached,3,138000, Residential,TA6 4RE,18,TA6 4RE,51.133772330436294,-2.98269989467821
Bridgwater, Leasehold,Flat,2,97500, Residential,TA6 3EG,18,TA6 3EG,51.127057368128796,-3.0056933194543904
Bridgwater, Freehold,Terraced,3,178000, Residential,TA6 3UY,18,TA6 3UY,51.1355641795565,-3.01193837137006
Bridgwater, Leasehold,Flat,1,67000, Residential,TA6 5EG,18,TA6 5EG,51.1288077102411,-2.99555627301604
Bridgwater, Freehold,Terraced,2,90000, Residential,TA6 3EG,18,TA6 3EG,51.127057368128796,-3.0056933194543904
Bridgwater, Freehold,Terraced,3,154000, Residential,TA6 4HL,18,TA6 4HL,51.1372987144777,-2.97824375804526
Bridgwater, Freehold,Terraced,3,165000, Residential,TA6 5JP,18,TA6 5JP,51.1277590711668,-2.99620537457001
Bridgwater, Freehold,Semi-Detached,3,183000, Residential,TA6 4XG,18,TA6 4XG,51.1299265896365,-2.97158547392025
Bridgwater, Freehold,Terraced,3,210000, Residential,TA6 5NP,18,TA6 5NP,51.12182,-2.9873014416024
Bridgwater, Freehold,Detached,4,305000, Residential,TA5 2GR,18,TA5 2GR,51.1135660106568,-3.01817254968701
Bridgwater, Freehold,Detached,4,290000, Residential,TA5 2GS,18,TA5 2GS,51.1141064035911,-3.0170415242527207
Bridgwater, Freehold,Semi-Detached,4,219950, Residential,TA6 4XT,18,TA6 4XT,51.134211033591995,-2.9743338155035297
Bridgwater, Freehold,Terraced,3,175000, Residential,TA6 7AJ,18,TA6 7AJ,51.13177977245971,-3.0159287831411703
Bridgwater, Freehold,Terraced,2,149500, Residential,TA6 4XL,18,TA6 4XL,51.135100617136494,-2.9765679207001097
Bridgwater, Freehold,Terraced,3,174950, Residential,TA6 3HT,18,TA6 3HT,51.1344428438601,-3.0043244929231103
Bridgwater, Freehold,Terraced,3,134950, Residential,TA6 4AX,18,TA6 4AX,51.1339591336308,-2.994638025947
Bridgwater, Freehold,Terraced,3,180000, Residential,TA6 5DS,18,TA6 5DS,51.1233840356742,-2.98509430050174
Bridgwater, Freehold,Terraced,2,151500, Residential,TA6 4XZ,18,TA6 4XZ,51.130141,-2.97625786060498
Bridgwater, Freehold,Semi-Detached,2,169950, Residential,TA6 5PJ,18,TA6 5PJ,51.1204955627811,-2.98639023267322
Bridgwater, Freehold,Terraced,3,158000, Residential,TA6 6HF,18,TA6 6HF,51.115527541541994,-3.0090146089703196
Bridgwater, Freehold,Semi-Detached,3,183000, Residential,TA6 6XE,18,TA6 6XE,51.1078696220154,-2.99569228574976
Bridgwater, Freehold,Terraced,2,122950, Residential,TA6 3TG,18,TA6 3TG,51.1374012345385,-3.0116354985725
Bridgwater, Freehold,Terraced,3,159950, Residential,TA6 4JP,18,TA6 4JP,51.128128897048995,-2.9779642222005296
Bridgwater, Freehold,Detached,3,240000, Residential,TA6 6AY,18,TA6 6AY,51.120801358182405,-3.00224253479008
Bridgwater, Freehold,Detached,4,180000, Residential,TA6 3LZ,18,TA6 3LZ,51.127541001599205,-3.00173108242751
Bridgwater, Freehold,Detached,4,399950, Residential,TA5 2JQ,18,TA5 2JQ,51.148368,-3.00284
Bridgwater, Leasehold,Flat,2,137000, Residential,TA6 6GA,18,TA6 6GA,51.1102104549714,-2.994755
Bridgwater, Freehold,Terraced,3,182000, Residential,TA6 5QU,18,TA6 5QU,51.12531956896979,-2.9954526822220804
Bridgwater, Freehold,Terraced,3,155000, Residential,TA6 3JL,18,TA6 3JL,51.134375704627,-3.0037656262893395
Bridgwater, Freehold,Semi-Detached,3,215000, Residential,TA6 4UH,18,TA6 4UH,51.1372670222923,-2.9766565179949396
Bridgwater, Leasehold,Flat,2,107000, Residential,TA6 3TJ,18,TA6 3TJ,51.137359770432795,-3.010076
Bridgwater, Freehold,Terraced,3,169000, Residential,TA6 6GB,18,TA6 6GB,51.109731,-2.995103
Bridgwater, Leasehold,Flat,2,103000, Residential,TA6 3PP,18,TA6 3PP,51.1384035978344,-3.00279525413266
Bridgwater, Freehold,Detached,4,265000, Residential,TA5 2GD,18,TA5 2GD,51.11249964080271,-3.01877768415447
Bridgwater, Freehold,Terraced,3,172000, Residential,TA6 6EY,18,TA6 6EY,51.1068604650062,-2.998984
Bridgwater, Freehold,Semi-Detached,2,155000, Residential,TA6 4XD,18,TA6 4XD,51.130252000409,-2.9724640707703704
Bridgwater, Freehold,Terraced,3,160000, Residential,TA6 4UL,18,TA6 4UL,51.1370889538352,-2.9753663567638795
Bridgwater, Freehold,Detached,4,331000, Residential,TA6 3UW,18,TA6 3UW,51.132345688126705,-3.02012874376087
Bridgwater, Freehold,Terraced,2,149950, Residential,TA6 6JU,18,TA6 6JU,51.11725519210239,-3.01096674660894
Bridgwater, Freehold,Terraced,3,168000, Residential,TA6 3HU,18,TA6 3HU,51.1353926600735,-3.0047167196952302
Bridgwater, Freehold,Semi-Detached,4,210000, Residential,TA6 4FR,18,TA6 4FR,51.1495082797853,-2.983619
Bridgwater, Freehold,Semi-Detached,0,175000, Residential,TA6 6UJ,18,TA6 6UJ,51.1147985235056,-3.0017697493223303
Bridgwater, Freehold,Semi-Detached,3,162500, Residential,TA6 4EA,18,TA6 4EA,51.1253250697581,-2.9766760750866097
Bridgwater, Freehold,Semi-Detached,3,239000, Residential,TA6 7LR,18,TA6 7LR,51.12501372031429,-3.0235824678015697
Bridgwater, Freehold,Detached,3,220000, Residential,TA5 2GG,18,TA5 2GG,51.1142620414726,-3.0136162151778705
Bridgwater, Freehold,Detached,3,209000, Residential,TA6 4UH,18,TA6 4UH,51.1372670222923,-2.9766565179949396
Bridgwater, Freehold,Terraced,3,135000, Residential,TA6 7AQ,18,TA6 7AQ,51.132177784881705,-3.01462266564969
Bridgwater, Freehold,Terraced,3,160000, Residential,TA6 5BS,18,TA6 5BS,51.124811708665106,-2.98853988933707
Bridgwater, Freehold,Semi-Detached,3,275000, Residential,TA6 7NU,18,TA6 7NU,51.127010684439604,-3.03067174134879
Bridgwater, Freehold,Semi-Detached,2,152500, Residential,TA6 4XZ,18,TA6 4XZ,51.130141,-2.97625786060498
Bridgwater, Freehold,Semi-Detached,2,168000, Residential,TA6 5NS,18,TA6 5NS,51.1198497454191,-2.9872623349282796
Bridgwater, Freehold,Terraced,2,160000, Residential,TA6 6WP,18,TA6 6WP,51.1076368001365,-2.99768708379883
Bridgwater, Freehold,Terraced,4,175000, Residential,TA6 6DQ,18,TA6 6DQ,51.1074339862714,-3.0006962954033702
Bridgwater, Freehold,Semi-Detached,3,194000, Residential,TA6 6BQ,18,TA6 6BQ,51.1191656320222,-2.99793506169411
Bridgwater, Freehold,Semi-Detached,3,220000, Residential,TA6 5PQ,18,TA6 5PQ,51.1212669468514,-2.98342037058491
Bridgwater, Freehold,Detached,3,210000, Residential,TA6 6WZ,18,TA6 6WZ,51.108258345961296,-2.9986146775956697
Bridgwater, Freehold,Terraced,2,154000, Residential,TA6 6YB,18,TA6 6YB,51.11387190313789,-3.00913568758308
Bridgwater, Freehold,Detached,4,262225, Residential,TA6 4UR,18,TA6 4UR,51.1292594021625,-2.9739580582872795
Bridgwater, Freehold,Detached,5,422500, Residential,TA6 7LA,18,TA6 7LA,51.121832678128996,-3.0212688177853195
Bridgwater, Freehold,Semi-Detached,3,155000, Residential,TA6 6JP,18,TA6 6JP,51.11889398200629,-3.0096737603235204
Bridgwater, Freehold,Semi-Detached,3,170000, Residential,TA6 5QB,18,TA6 5QB,51.1275043976821,-2.98806864305517
Bridgwater, Freehold,Detached,4,245000, Residential,TA6 6UQ,18,TA6 6UQ,51.113732483783295,-3.00024664224581
Bridgwater, Freehold,Terraced,3,142000, Residential,TA6 5JE,18,TA6 5JE,51.1270005562033,-2.99128748923984
Bridgwater, Freehold,Semi-Detached,3,145000, Residential,TA6 4QX,18,TA6 4QX,51.133598519464705,-2.98198158939348
Bridgwater, Freehold,Terraced,3,182000, Residential,TA6 6GB,18,TA6 6GB,51.109731,-2.995103
Bridgwater, Freehold,Semi-Detached,3,169950, Residential,TA6 6UJ,18,TA6 6UJ,51.1147985235056,-3.0017697493223303
Bridgwater, Freehold,Terraced,4,167500, Residential,TA6 4YB,18,TA6 4YB,51.1343081206231,-2.9767084159043398
Bridgwater, Freehold,Terraced,2,153600, Residential,TA6 5JR,18,TA6 5JR,51.126974908687295,-2.99747462354642
Bridgwater, Freehold,Semi-Detached,3,182500, Residential,TA6 4DZ,18,TA6 4DZ,51.125126,-2.975929
Bridgwater, Freehold,Semi-Detached,4,210500, Residential,TA6 4HA,18,TA6 4HA,51.1384629393501,-2.9777394993501902
Bridgwater, Freehold,Terraced,3,160000, Residential,TA6 4EU,18,TA6 4EU,51.139753417694905,-2.97826706395791
Bridgwater, Freehold,Terraced,2,156500, Residential,TA6 4EZ,18,TA6 4EZ,51.12871958811729,-2.9761474810504103
Bridgwater, Freehold,Semi-Detached,2,156000, Residential,TA6 4HE,18,TA6 4HE,51.139428931888396,-2.9794323195115093
Bridgwater, Leasehold,Flat,2,108000, Residential,TA6 3PP,18,TA6 3PP,51.1384035978344,-3.00279525413266
Bridgwater, Leasehold,Flat,2,109000, Residential,TA6 5JN,18,TA6 5JN,51.124895,-2.99056128182452
Bridgwater, Freehold,Terraced,2,149000, Residential,TA6 6XE,18,TA6 6XE,51.1078696220154,-2.99569228574976
Bridgwater, Freehold,Terraced,2,158000, Residential,TA6 3US,18,TA6 3US,51.134044969182995,-3.01291991854777
Bridgwater, Freehold,Semi-Detached,3,260000, Residential,TA6 7RD,18,TA6 7RD,51.134104359857595,-3.0215967563369306
Bridgwater, Freehold,Terraced,2,142000, Residential,TA5 2FR,18,TA5 2FR,51.1122172014282,-3.0161000397248197
Bridgwater, Freehold,Terraced,2,130000, Residential,TA6 7QP,18,TA6 7QP,51.1280020556806,-3.01810378897888
Bridgwater, Freehold,Detached,4,269000, Residential,TA6 6EY,18,TA6 6EY,51.1068604650062,-2.998984
Bridgwater, Freehold,Semi-Detached,4,195000, Residential,TA6 6UJ,18,TA6 6UJ,51.1147985235056,-3.0017697493223303
Bridgwater, Freehold,Terraced,3,184000, Residential,TA6 3TZ,18,TA6 3TZ,51.1384682099123,-3.0099149775524503
Bridgwater, Freehold,Terraced,3,165000, Residential,TA5 2GH,18,TA5 2GH,51.113833659128,-3.01427829265016
Bridgwater, Freehold,Flat,1,141000, Residential,TA6 5NZ,18,TA6 5NZ,51.122849505989294,-2.98769781130723
Bridgwater, Freehold,Semi-Detached,3,192000, Residential,TA5 2FP,18,TA5 2FP,51.1095298358725,-3.012612
Bridgwater, Freehold,Semi-Detached,3,235000, Residential,TA6 7LU,18,TA6 7LU,51.124921,-3.025038
Bridgwater, Freehold,Terraced,3,210000, Residential,TA6 4GY,18,TA6 4GY,51.146275,-2.982451
Bridgwater, Freehold,Terraced,2,129000, Residential,TA6 4TD,18,TA6 4TD,51.133288348193105,-2.97714424567392
Bridgwater, Freehold,Semi-Detached,2,142950, Residential,TA6 4XJ,18,TA6 4XJ,51.1359546922206,-2.97551396698596
Bridgwater, Freehold,Terraced,3,159995, Residential,TA6 4LX,18,TA6 4LX,51.134805682239296,-2.9859948579046
Bridgwater, Freehold,Terraced,3,150000, Residential,TA6 3QE,18,TA6 3QE,51.1334879634789,-3.0118215141218
Bridgwater, Freehold,Terraced,4,135000, Residential,TA6 4LY,18,TA6 4LY,51.1357769183298,-2.98598696458021
Bridgwater, Freehold,Detached,4,280000, Residential,TA6 6XG,18,TA6 6XG,51.10782333682239,-2.99479137638554
Bridgwater, Freehold,Terraced,3,181000, Residential,TA6 6GQ,18,TA6 6GQ,51.1104624910406,-2.9995478761877
Bridgwater, Leasehold,Flat,2,115000, Residential,TA6 3TB,18,TA6 3TB,51.1312999855124,-3.0079864068605096
Bridgwater, Freehold,Semi-Detached,3,235000, Residential,TA6 7NS,18,TA6 7NS,51.1270147189612,-3.0281710274402203
Bridgwater, Freehold,Terraced,2,136000, Residential,TA6 5PB,18,TA6 5PB,51.120796847448,-2.9879826575815396
Bridgwater, Freehold,Terraced,2,149950, Residential,TA6 5SD,18,TA6 5SD,51.1235656674849,-2.9773819981061296
Bridgwater, Freehold,Terraced,5,350000, Residential,TA6 7EU,18,TA6 7EU,51.1255096855639,-3.0120615392495202
Bridgwater, Freehold,Terraced,1,160000, Residential,TA6 6AG,18,TA6 6AG,51.1220185276402,-3.00186879667775
Bridgwater, Freehold,Terraced,3,125000, Residential,TA6 6DY,18,TA6 6DY,51.115900995873005,-3.0032365688685
Bridgwater, Freehold,Terraced,2,165000, Residential,TA6 3HQ,18,TA6 3HQ,51.1397560352217,-3.0034249205451298
Bridgwater, Freehold,Detached,3,200000, Residential,TA6 4NR,18,TA6 4NR,51.13224991913339,-2.97334926800663
Bridgwater, Leasehold,Flat,1,93000, Residential,TA6 3TL,18,TA6 3TL,51.137243781809396,-3.0080015210433197
Bridgwater, Freehold,Terraced,3,170250, Residential,TA5 2GH,18,TA5 2GH,51.113833659128,-3.01427829265016
Bridgwater, Freehold,Terraced,3,150000, Residential,TA6 6AT,18,TA6 6AT,51.1195061565217,-3.00122863162208
Bridgwater, Freehold,Semi-Detached,3,195000, Residential,TA6 7LH,18,TA6 7LH,51.124969030154396,-3.02149518803941
Bridgwater, Freehold,Semi-Detached,2,172500, Residential,TA6 5NZ,18,TA6 5NZ,51.122849505989294,-2.98769781130723
Bridgwater, Freehold,Semi-Detached,3,177500, Residential,TA6 3DL,18,TA6 3DL,51.1303888373041,-3.002435
Bridgwater, Freehold,Flat,2,137500, Residential,TA6 6GN,18,TA6 6GN,51.110984,-2.999016
Bridgwater, Freehold,Semi-Detached,3,172000, Residential,TA6 4NS,18,TA6 4NS,51.1317926462957,-2.97426861431261
Bridgwater, Freehold,Detached,3,220000, Residential,TA6 3SJ,18,TA6 3SJ,51.1405529381935,-3.01320532331935
Bridgwater, Freehold,Semi-Detached,3,168500, Residential,TA6 6ER,18,TA6 6ER,51.1148618635334,-3.0069571311868595
Bridgwater, Freehold,Semi-Detached,3,229000, Residential,TA6 4BU,18,TA6 4BU,51.142928,-2.991143
Bridgwater, Freehold,Terraced,2,136500, Residential,TA6 6EU,18,TA6 6EU,51.1143736601354,-3.00726081719832
Bridgwater, Freehold,Terraced,3,125000, Residential,TA6 7AD,18,TA6 7AD,51.1306464622423,-3.01388881922786
Bridgwater, Leasehold,Terraced,3,138000, Residential,TA6 5EW,18,TA6 5EW,51.130957949409506,-2.9943734523365197
Bridgwater, Freehold,Detached,4,249950, Residential,TA5 2BX,18,TA5 2BX,51.110838780811996,-3.0143269944576003
Bridgwater, Freehold,Semi-Detached,3,143000, Residential,TA6 3PU,18,TA6 3PU,51.1322227870663,-3.0104647095735895
Bridgwater, Freehold,Terraced,3,160000, Residential,TA6 5BT,18,TA6 5BT,51.1246085458294,-2.9881068656022203
Bridgwater, Freehold,Detached,4,253000, Residential,TA6 6FQ,18,TA6 6FQ,51.10981,-2.996419
Bridgwater, Freehold,Semi-Detached,3,144000, Residential,TA6 6DS,18,TA6 6DS,51.1172325496108,-3.00210814666493
Bridgwater, Freehold,Semi-Detached,3,174500, Residential,TA6 3SQ,18,TA6 3SQ,51.1398382701622,-3.0126607870697795
Bridgwater, Freehold,Terraced,2,150000, Residential,TA6 4UY,18,TA6 4UY,51.133094873199795,-2.9744675318032794
Bridgwater, Freehold,Semi-Detached,3,157000, Residential,TA6 4XU,18,TA6 4XU,51.1346461603757,-2.9739141977458705
Bridgwater, Freehold,Semi-Detached,3,289000, Residential,TA6 7ND,18,TA6 7ND,51.12494662730471,-3.03019709995494
Bridgwater, Freehold,Flat,0,49500, Residential,TA6 3LH,18,TA6 3LH,51.126825920273895,-3.0043735906295197
Bridgwater, Freehold,Semi-Detached,4,182950, Residential,TA6 4NS,18,TA6 4NS,51.1317926462957,-2.97426861431261
Bridgwater, Leasehold,Flat,2,119500, Residential,TA6 6FF,18,TA6 6FF,51.1068615794743,-3.00138385000595
Bridgwater, Freehold,Semi-Detached,3,175000, Residential,TA6 7AU,18,TA6 7AU,51.129505195141896,-3.0165938126111502
Bridgwater, Freehold,Terraced,3,141500, Residential,TA6 4JQ,18,TA6 4JQ,51.127501960726995,-2.978736950165
Bridgwater, Freehold,Terraced,3,162500, Residential,TA6 3PZ,18,TA6 3PZ,51.13273967307239,-3.01100480025595
Bridgwater, Freehold,Terraced,2,162000, Residential,TA6 7DY,18,TA6 7DY,51.129020215842296,-3.01476781751459
Bridgwater, Freehold,Detached,3,203500, Residential,TA6 3TN,18,TA6 3TN,51.1386553099453,-3.00686
Bridgwater, Freehold,Terraced,3,120000, Residential,TA6 4RG,18,TA6 4RG,51.137110643816904,-2.9824420357131
Bridgwater, Freehold,Terraced,2,127000, Residential,TA6 5FE,18,TA6 5FE,51.1282614888335,-2.99601651205407
Bridgwater, Freehold,Semi-Detached,2,210000, Residential,TA6 7NE,18,TA6 7NE,51.125893121397105,-3.03197582732747
Bridgwater, Freehold,Terraced,3,160000, Residential,TA6 3HT,18,TA6 3HT,51.1344428438601,-3.0043244929231103
Bridgwater, Freehold,Terraced,2,115000, Residential,TA6 4PE,18,TA6 4PE,51.132417578571705,-2.9919180129845295
Bridgwater, Freehold,Semi-Detached,5,399000, Residential,TA6 7EZ,18,TA6 7EZ,51.1254021989849,-3.0140883402647503
Bridgwater, Freehold,Semi-Detached,3,162500, Residential,TA6 4LD,18,TA6 4LD,51.132749,-2.976204
Bridgwater, Freehold,Detached,4,335000, Residential,TA6 7JT,18,TA6 7JT,51.1257570721599,-3.0361740320861603
Bridgwater, Freehold,Semi-Detached,3,197000, Residential,TA6 4LB,18,TA6 4LB,51.13305335775829,-2.97621029651466
Bridgwater, Freehold,Detached,3,205000, Residential,TA6 6XG,18,TA6 6XG,51.10782333682239,-2.99479137638554
Bridgwater, Freehold,Detached,4,225000, Residential,TA6 4UB,18,TA6 4UB,51.1387441450887,-2.9742148529019503
Bridgwater, Freehold,Terraced,3,126000, Residential,TA6 4PE,18,TA6 4PE,51.132417578571705,-2.9919180129845295
Bridgwater, Freehold,Terraced,3,180000, Residential,TA6 3UU,18,TA6 3UU,51.1347712729457,-3.01212113167484
Bridgwater, Freehold,Terraced,2,158000, Residential,TA6 4EN,18,TA6 4EN,51.127128002015,-2.9739846665375502
Bridgwater, Freehold,Terraced,2,157000, Residential,TA6 4XY,18,TA6 4XY,51.1341764363274,-2.9752478050709104
Bridgwater, Freehold,Terraced,3,128000, Residential,TA6 6DP,18,TA6 6DP,51.11772635190211,-2.99904703837377
Bridgwater, Freehold,Terraced,3,182000, Residential,TA6 6GB,18,TA6 6GB,51.109731,-2.995103
Bridgwater, Freehold,Terraced,2,142000, Residential (New Build),TA6 4WN,18,TA6 4WN,51.145415,-2.981411
Bridgwater, Freehold,Semi-Detached,2,115000, Residential,TA6 4EB,18,TA6 4EB,51.1259997542133,-2.9744896573421604
Bridgwater, Freehold,Detached,3,272500, Residential,TA6 7PP,18,TA6 7PP,51.131795881433,-3.0274625997037403
Bridgwater, Freehold,Terraced,3,150000, Residential,TA6 5JS,18,TA6 5JS,51.1275004109062,-2.99595687099576
Bridgwater, Freehold,Terraced,3,138000, Residential,TA6 6EE,18,TA6 6EE,51.116745938476704,-3.0053693660691
Bridgwater, Freehold,Detached,4,525000, Residential,TA5 2AG,18,TA5 2AG,51.1170212212374,-3.0396932374006402
Bridgwater, Leasehold,Flat,1,85500, Residential,TA6 4EQ,18,TA6 4EQ,51.127733273216705,-2.9768840781713597
Bridgwater, Freehold,Terraced,2,125000, Residential,TA6 4BW,18,TA6 4BW,51.133865461944104,-2.99402144012081
Bridgwater, Freehold,Semi-Detached,3,189950, Residential,TA6 4XW,18,TA6 4XW,51.1312232378638,-2.97245589303774
Bridgwater, Freehold,Semi-Detached,4,192000, Residential,TA6 4RG,18,TA6 4RG,51.137110643816904,-2.9824420357131
Bridgwater, Freehold,Terraced,3,123000, Residential,TA6 4PP,18,TA6 4PP,51.1355015935297,-2.98771053812081
Bridgwater, Freehold,Terraced,3,165000, Residential,TA5 2GH,18,TA5 2GH,51.113833659128,-3.01427829265016
Bridgwater, Leasehold,Terraced,2,120000, Residential,TA6 5ET,18,TA6 5ET,51.128099516444394,-2.9931830918106197
Bridgwater, Leasehold,Flat,1,86000, Residential,TA6 7EN,18,TA6 7EN,51.12633585136621,-3.015895
Bridgwater, Freehold,Semi-Detached,3,184000, Residential,TA5 2FW,18,TA5 2FW,51.111933347796004,-3.01565095776235
Bridgwater, Freehold,Detached,3,225000, Residential,TA5 2BZ,18,TA5 2BZ,51.11139124349461,-3.01491051160168
Bridgwater, Freehold,Terraced,2,151500, Residential,TA6 4XZ,18,TA6 4XZ,51.130141,-2.97625786060498
Bridgwater, Freehold,Semi-Detached,3,185000, Residential,TA6 5FJ,18,TA6 5FJ,51.1236546028922,-2.9921164641482205
Bridgwater, Freehold,Detached,2,180000, Residential,TA6 6JX,18,TA6 6JX,51.1177983945764,-3.0126216616231902
Bridgwater, Freehold,Terraced,2,145000, Residential,TA5 2GL,18,TA5 2GL,51.1138105274821,-3.01383491322208
